N,Advertiser,Product,Artist,Song,Year,Title,Link,RawInfo
154,Volvo XC 2019 SUV Range,,,,2019,Volvo XC 2019 SUV Range Commercial Song,https://www.tvadvertmusic.com/2018/09/video-volvo-suv/,"Volvo USA showcase their XC 2019 SUV range in this new ‘You’ TV ad, which asks the question “Can you design one SUV that fits everyone’s life?”. The ad spot then answers its own question by saying “No, that’s why we designed three”.Volvo SUV Range Commercial SongThe video shows a female opera singer performing the song Aria of the Queen of Night from Mozart’s The Magic Flute.Volvo Car USA SUV RANGE ‘YOU’ – Designed For An Aria YouTube video release date: September 4, 2018."
155,Mercedes-Benz GLC,,,,2018,Mercedes-Benz GLC Commercial – Attractions,https://www.tvadvertmusic.com/2018/09/video-mercedes-benz-glc/,"This latest TV ad for the Mercedes-Benz GLC shows a just married couple heading out for a road trip in the SUV, driving to Dinosaurs in the Woods in Elberta, Alabama, the Blue Whale of Catoosa, the Big Chili Inn in Las Cruces, New Mexico and finally the Neon Museum in Las Vegas, Nevada. The voiceover at the end of the video then states “There are roadside attractions and then there’s our world famous on-road attraction”.Mercedes-Benz GLC Commercial Song 2018The lyrics to the song featured in this ad spot are “I don’t care where we go, and I don’t care what we do. Just take me with you”, but this appears to be a new piece of music, likely recorded specifically for this commercial.Mercedes-Benz USA Attractions Extended Cut YouTube video release date: September 6, 2018."
156,,,Brazilian Girls,Balla Balla,2018,Apple – Close Your Rings – Eric G,https://www.tvadvertmusic.com/2018/07/video-apple-watch/,"One of three new short Close Your Rings adverts just released for the Apple Watch, this ad sees Eric G on the go all day, keeping up his activity levels by walking his dog, dancing, cycling, shopping, cooking and more.The fast-paced music playing in this commercial is a track titled Balla Balla, which was released in March, 2018 by a New York City dance-punk band called Brazilian Girls.Apple Watch Commercial SongMusic: Balla Balla. Artists: Brazilian Girls.Preview or download at iTunes, Amazon.Apple Watch Close Your Rings, Eric ad video release date: 16 July, 2018."
157,Dos Equis Beer,,Bonnie Tyler,Total Eclipse of the Heart,2019,2019 Dos Equis Beer Commercial Song – Total Eclipse of the Heart,https://www.tvadvertmusic.com/dos-equis-commercial-song-singer-total-eclipse-heart/,"Mexican Pale Ale brand Dos Equis rework a classic 1980’s power ballad for this funny new “Keep It Interesante – Hit Single” TV commercial, which actually features some pretty impressive vocals.The ad shows a woman stood under a disco ball in the middle of a dancefloor as she sings to the bartender lyrics like “Every now and then I get a little bit thirsty for a Dos Equis beer” and “Every now and then I get a little bit hungry and I also need a side of nachos”. From there the actress begins to slightly annoy a waitress as she can’t decide whether to also order hot wings or French fries. The woman’s hilarious performance finishes with her singing “Once upon a time I was drinking Dos Equis, now I’m just waiting at the bar. There’s nothing I can do, there’s a really big crowd at the bar”.The video finishes with the voiceover saying “Make your summer jams even hotter with Dos Equis”. This is one of the best ads I’ve watched in a long time, managing to combine really funny acting and lyrics with powerful, well-sung vocals.Original Commercial Music: Total Eclipse of the Heart. Original Singer: Bonnie Tyler.Download or preview on Amazon & iTunes.This 2019 Dos Equis commercial song is a reworded cover of ‘Total Eclipse of the Heart’. Yes believe it or not those aren’t the original lyrics. Written by Jim Steinman, this amazing power ballad was recorded by the Welsh pop-rock singer Bonnie Tyler and rightly became a global hit after its release in 1983.April 13 2019"
158,,,Danger Twins,Gotta Be Yourself (Mama Always Said),2017,Samsung Galaxy Tab S4 – Gotta Be Yourself,https://www.tvadvertmusic.com/2018/07/video-galaxy-tab-commercial-song/,"Samsung continue to promote their Galaxy Tab S4 in this Made For Supertasking ad, which claims the device is the only tablet that lets you supertask, with a cinematic experience, new smart pen, a PC-like experience and the power to last longer.Music: Gotta Be Yourself (Mama Always Said). Artists: Danger Twins.Preview or download at iTunes, Amazon.The tune playing in this particular ad for the S4 is a track called Gotta Be Yourself (Mama Always Said) by Nashville rock and roll group Danger Twins. The single includes the lyrics “We do it like we do it, do it” and was released in January, 2017.Samsung Galaxy Tab S4 Official TVC: Made For Supertasking YouTube video release date: September 4, 2018."
159,,,The Black Eyed Peas,Let’s Get It Started,2018,Walmart – Let’s Get It Started In Here,https://www.tvadvertmusic.com/2018/07/video-walmart-commercial/,"This 2018 Walmart TV commercial shows a community gathering together to welcome students back to school after the summer break, with many of the kids looking surprisingly happy to be returning. The ad spot shows parents ordering bags and other items online, before picking them up later the same day in store.Walmart Commercial Song, Summer 2018Music: Let’s Get It Started. Artists: The Black Eyed Peas.Preview or download at iTunes, Amazon.Featuring the lyrics “And the base keeps runnin’ runnin”, the music playing in this Walmart ad is Let’s Get It Started by The Black Eyed Peas. The hip-hop and dance-pop group, who then included members will.i.am, apl.de.ap, Taboo and Fergie, released the track in 2004 as the fourth single from the band’s third studio album Elephunk. Let’s Get It Started then peaked at number 21 on the US Billboard Hot 100.Finishing with the on-screen slogan ‘Go Back Big!’, this Let’s Get It Started video was published to Walmart’s YouTube channel on July 15, 2018. School may be out for summer, but thanks to TV and online advertisements like this, students are regularly reminded that the new term isn’t far away."
160,,,Gary Wright,Dream Weaver,2018,Chrysler Pacifica – Kathryn Hahn,https://www.tvadvertmusic.com/2018/07/video-chrysler-kathryn-hahn/,"This latest TV commercial for the Chrysler Pacifica Hybrid and Pacifica S family minivans again stars Kathryn Hahn, with the actress and comedian this time pondering some interesting questions, before pulling up at the lights and tucking into a huge burger.The song Kathryn is listening to as she drives along is the 1975 track Dream Weaver by American singer-songwriter and musician Gary Wright, which was a number 2 hit on the Billboard Hot 100.Chrysler Pacifica Commercial Song 2018Music: Dream Weaver. Artist: Gary Wright.Preview or download at iTunes, Amazon.Shallow Thoughts ft. Kathryn Hahn ad video release date: 3 July, 2018."
161,,,Meghan Trainor,ALL THE WAYS,2018,Target Run – Same Day,https://www.tvadvertmusic.com/2018/06/video-target-run-same/,"Target gives viewers a look at a few of the many products available for Same Day Delivery in this new Target Run TV commercial.Featuring the lyrics “If you love me, love me, love me like you say. Darling, tell me all the ways, tell me all the ways”, the soundtrack to this ad spot is the song All The Ways, which is the latest single released by American singer-songwriter Meghan Trainor.Target Commercial, Summer 2018Music: ALL THE WAYS. Artist: Meghan Trainor.Preview or download at iTunes, Amazon.Target Run Same Day Delivery – Get More To Your Door ad video release date: 22 June, 2018."
162,,,Layup,Together,2018,Samsung – This is Family,https://www.tvadvertmusic.com/2018/06/video-samsung-family/,"‘This is Family’ Samsung TV Commercial Song – Samsung promotes Bixby and their Connected Living technology in this We Make Things That Bring Family Together – Do What You Can’t ad campaign.Commercial SongMusic: Together. Artists: Layup.Preview or download at iTunes, Amazon.The tune chosen for this TV ad spot is the recently-released song Together, which was recorded by the musical collaboration of singer Chris Henderson and producer Chad Copelin, known as Layup.Samsung US This is Family ad video release date: 22 June, 2018."
163,Progressive,,Heisenberg & The Albuquerque Kingpins,It’s Such a Good Night,2018,Progressive Commercial Song – Avian Adventure,https://www.tvadvertmusic.com/2018/06/video-progressive-commercial-avian/,"This latest TV commercial for Progressive Insurance shows a biker enjoying a ride out on the open road, as he comes across increasingly larger birds flying into his face. The ad finishes with an ostrich approaching in the distance and the voiceover saying “A bad day on the road still beats a good one off it”.Progressive Insurance Commercial Song 2018Music: It’s Such a Good Night. Artists: Heisenberg & The Albuquerque Kingpins.Preview or download at Amazon.The song featured in this ad is It’s Such a Good Night, which is credited as being performed by Heisenberg & The Albuquerque Kingpins. Breaking Bad fans may remember the tune from an episode in season 1 of the hit AMC series.Progressive Insurance Avian Adventure video upload date: 8 July, 2018."
164,Audi,,The Creation,Making Time,2018,Audi Commercial Summer – Promote Yourself,https://www.tvadvertmusic.com/2018/05/video-audi-summer-promote/,"This extended Promote Yourself Audi commercial film for their 2018 Sales Event shows a woman being awarded employee of the year, right before changing her ambition from working at her dream company, to starting her dream company.The song playing as the woman walks out of her job and onwards to the Audi dealership is called Making Time. Released in 1966, this was the debut single of English rock band The Creation.Audi Commercial Song 2018Music: Making Time. Artists: The Creation.Preview or download at iTunes, Amazon.Summer of Audi Sales Event Promote Yourself ad video release date: 3 July, 2018."
